regulator_oln_id	target_oln_id	gene_expression_evidence	binding_evidence	combinatorial_evidence	regulation_direction	pubmed_id
YKL109W	YPL271W	0	2	0		12399584,16522208
YKL109W	YPR020W	0	2	0		12399584,16522208
YKL109W	YPR190C	0	2	0		12399584,22720667
YKL109W	YPR191W	0	2	0		12399584,22720667
YKL112W	YAL003W	1	1	0	activates	20385592,22720667
YKL112W	YAL023C	0	2	0		12399584,16522208
YKL112W	YAL036C	1	1	0	activates	20385592,22720667
YKL112W	YAL041W	0	2	0		12399584,16522208
YKL112W	YAL042W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YAL043C	0	2	0		12399584,16522208
YKL112W	YAL043C-A	1	1	0	activates	12399584,20385592
YKL112W	YAL053W	0	2	0		12399584,16522208
YKL112W	YAL054C	0	2	0		12399584,16522208
YKL112W	YBL007C	1	2	0	inactivates	12399584,16522208,20385592
YKL112W	YBL024W	1	1	0	inactivates	20385592,22720667
YKL112W	YBL032W	1	1	0	inactivates	20385592,22720667
YKL112W	YBL038W	0	2	0		12399584,16522208
YKL112W	YBL039C	0	2	0		12399584,16522208
YKL112W	YBL041W	2	1	0	inactivates	17417638,20385592,22720667
YKL112W	YBL079W	0	2	0		12399584,16522208
YKL112W	YBL080C	0	2	0		12399584,16522208
YKL112W	YBR011C	0	2	0		12399584,22720667
YKL112W	YBR029C	0	2	0		12399584,16522208
YKL112W	YBR030W	0	2	0		12399584,16522208
YKL112W	YBR031W	1	1	0	activates	20385592,22720667
YKL112W	YBR077C	0	2	0		12399584,16522208
YKL112W	YBR078W	0	2	0		12399584,16522208
YKL112W	YBR080C	0	2	0		12399584,16522208
YKL112W	YBR101C	0	2	0		12399584,16522208
YKL112W	YBR146W	0	2	0		12399584,22720667
YKL112W	YBR161W	1	1	0	inactivates	20385592,22720667
YKL112W	YBR162C	1	1	0	inactivates	20385592,22720667
YKL112W	YBR162W-A	1	1	0	inactivates	20385592,22720667
YKL112W	YBR199W	1	1	0	inactivates	20385592,22720667
YKL112W	YBR210W	1	1	0	inactivates	20385592,22720667
YKL112W	YBR211C	0	2	0		12399584,16522208
YKL112W	YBR212W	1	2	0	inactivates	12399584,16522208,20385592
YKL112W	YBR282W	1	1	0	inactivates	20385592,22720667
YKL112W	YBR283C	0	2	0		12399584,16522208
YKL112W	YBR284W	0	2	0		12399584,16522208
YKL112W	YBR290W	1	1	0	inactivates	20385592,22720667
YKL112W	YCL005W	1	1	0	activates	12399584,20385592
YKL112W	YCL011C	0	2	0		12399584,16522208
YKL112W	YCL031C	0	2	0		12399584,16522208
YKL112W	YCL064C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YCR003W	0	2	0		12399584,22720667
YKL112W	YCR053W	0	2	0		12399584,16522208
YKL112W	YCR082W	0	2	0		12399584,22720667
YKL112W	YCR085W	1	1	0	activates	20385592,22720667
YKL112W	YDL005C	1	1	0	activates	20385592,22720667
YKL112W	YDL010W	0	2	0		12399584,22720667
YKL112W	YDL012C	1	2	0	activates	12399584,20385592,22720667
YKL112W	YDL035C	0	2	0		12399584,16522208
YKL112W	YDL061C	1	1	0	activates	20385592,22720667
YKL112W	YDL070W	1	1	0	inactivates	20385592,22720667
YKL112W	YDL105W	0	2	0		12399584,16522208
YKL112W	YDL106C	0	2	0		12399584,16522208
YKL112W	YDL116W	0	2	0		12399584,16522208
YKL112W	YDL122W	0	2	0		12399584,16522208
YKL112W	YDL130W-A	0	2	0		12399584,16522208
YKL112W	YDL145C	0	2	0		12399584,16522208
YKL112W	YDL159W	0	2	0		12399584,22720667
YKL112W	YDL160C	0	2	0		12399584,22720667
YKL112W	YDL190C	0	2	0		12399584,22720667
YKL112W	YDL193W	0	2	0		12399584,16522208
YKL112W	YDL208W	0	2	0		12399584,22720667
YKL112W	YDL209C	0	2	0		12399584,22720667
YKL112W	YDL229W	1	1	0	activates	20385592,22720667
YKL112W	YDR027C	1	2	0	inactivates	12399584,20385592,22720667
YKL112W	YDR130C	0	2	0		12399584,22720667
YKL112W	YDR165W	1	1	0	activates	20385592,22720667
YKL112W	YDR168W	2	1	0	inactivates	17417638,20385592,22720667
YKL112W	YDR194C	1	2	0	inactivates	12399584,16522208,20385592
YKL112W	YDR195W	0	2	0		12399584,16522208
YKL112W	YDR207C	0	2	0		12399584,22720667
YKL112W	YDR208W	0	2	0		12399584,22720667
YKL112W	YDR233C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YDR234W	0	2	0		12399584,16522208
YKL112W	YDR245W	0	2	0		12399584,16522208
YKL112W	YDR280W	0	2	0		12399584,22720667
YKL112W	YDR283C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YDR284C	1	2	0	activates	12399584,20385592,22720667
YKL112W	YDR295C	0	2	0		12399584,16522208
YKL112W	YDR296W	0	2	0		12399584,16522208
YKL112W	YDR301W	1	1	0	activates	20385592,22720667
YKL112W	YDR326C	0	2	0		12399584,16522208
YKL112W	YDR327W	0	2	0		12399584,22720667
YKL112W	YDR329C	0	2	0		12399584,22720667
YKL112W	YDR330W	0	2	0		12399584,22720667
YKL112W	YDR339C	0	2	0		12399584,16522208
YKL112W	YDR340W	1	2	0	activates	12399584,20385592,22720667
YKL112W	YDR347W	1	1	0	activates	20385592,22720667
YKL112W	YDR361C	0	2	0		12399584,16522208
YKL112W	YDR363W-A	0	2	0		12399584,16522208
YKL112W	YDR365W-A	1	1	0	activates	20385592,22720667
YKL112W	YDR365W-B	2	1	0	activates	17417638,20385592,22720667
YKL112W	YDR379W	1	1	0	activates	20385592,22720667
YKL112W	YDR384C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YDR385W	0	2	0		12399584,16522208
YKL112W	YDR404C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YDR405W	0	2	0		12399584,16522208
YKL112W	YDR410C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YDR422C	0	2	0		12399584,16522208
YKL112W	YDR462W	1	1	0	activates	20385592,22720667
YKL112W	YDR463W	0	2	0		12399584,22720667
YKL112W	YEL017C-A	0	2	0		12399584,22720667
YKL112W	YEL017W	1	2	0	activates	12399584,20385592,22720667
YKL112W	YEL037C	0	2	0		12399584,16522208
YKL112W	YEL044W	1	1	0	activates	20385592,22720667
YKL112W	YER003C	1	1	0	activates	20385592,22720667
YKL112W	YER006W	1	1	0	activates	20385592,22720667
YKL112W	YER026C	1	1	0	activates	20385592,22720667
YKL112W	YER107C	1	1	0	activates	20385592,22720667
YKL112W	YER119C	1	1	0	activates	20385592,22720667
YKL112W	YER141W	1	1	0	activates	20385592,22720667
YKL112W	YFL012W	1	1	0	activates	20385592,22720667
YKL112W	YFL017W-A	0	2	0		12399584,16522208
YKL112W	YFL018C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YFL033C	1	1	0	activates	20385592,22720667
YKL112W	YFL048C	0	2	0		12399584,16522208
YKL112W	YFR044C	2	1	0	activates,inactivates	17417638,20385592,22720667
YKL112W	YGL105W	1	1	0	activates	20385592,22720667
YKL112W	YGL106W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YGL107C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YGL192W	0	2	0		12399584,16522208
YKL112W	YGL194C	0	2	0		12399584,16522208
YKL112W	YGL195W	0	2	0		12399584,16522208
YKL112W	YGL225W	2	1	0	activates	17417638,20385592,22720667
YKL112W	YGL228W	0	2	0		12399584,22720667
YKL112W	YGL229C	0	2	0		12399584,22720667
YKL112W	YGL253W	1	1	0	activates	20385592,22720667
YKL112W	YGL256W	1	1	0	activates	20385592,22720667
YKL112W	YGR056W	0	2	0		12399584,16522208
YKL112W	YGR059W	0	2	0		12399584,16522208
YKL112W	YGR074W	1	1	0	activates	20385592,22720667
YKL112W	YGR119C	1	2	0	inactivates	12399584,20385592,22720667
YKL112W	YGR128C	0	2	0		12399584,16522208
YKL112W	YGR129W	0	2	0		12399584,16522208
YKL112W	YGR183C	0	2	0		12399584,22720667
YKL112W	YGR185C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YGR186W	0	2	0		12399584,16522208
YKL112W	YGR231C	0	2	0		12399584,16522208
YKL112W	YGR232W	0	2	0		12399584,16522208
YKL112W	YGR252W	0	2	0		12399584,22720667
YKL112W	YGR253C	0	2	0		12399584,16522208
YKL112W	YGR268C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YGR270W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YGR282C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YHL027W	0	2	0		12399584,22720667
YKL112W	YHL028W	0	2	0		12399584,16522208
YKL112W	YHL029C	0	2	0		12399584,16522208
YKL112W	YHR051W	0	2	0		12399584,22720667
YKL112W	YHR064C	0	2	0		12399584,16522208
YKL112W	YHR077C	0	2	0		12399584,16522208
YKL112W	YHR078W	0	2	0		12399584,16522208
YKL112W	YHR090C	0	2	0		12399584,16522208
YKL112W	YHR115C	0	2	0		12399584,16522208
YKL112W	YHR116W	0	2	0		12399584,16522208
YKL112W	YHR161C	0	2	0		12399584,16522208
YKL112W	YHR162W	0	2	0		12399584,16522208
YKL112W	YHR165C	0	2	0		12399584,22720667
YKL112W	YHR196W	1	1	0	inactivates	20385592,22720667
YKL112W	YHR197W	1	1	0	inactivates	20385592,22720667
YKL112W	YHR199C	0	2	0		12399584,16522208
YKL112W	YHR200W	0	2	0		12399584,16522208
YKL112W	YIL020C	1	1	0	activates	20385592,22720667
YKL112W	YIL031W	0	2	0		12399584,16522208
YKL112W	YIL032C	0	2	0		12399584,22720667
YKL112W	YIL033C	1	1	0	activates	16522208,20385592
YKL112W	YIL036W	0	2	0		12399584,22720667
YKL112W	YIL037C	0	2	0		12399584,22720667
YKL112W	YIL048W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YIL091C	1	1	0	inactivates	20385592,22720667
YKL112W	YIL135C	0	2	0		12399584,16522208
YKL112W	YIL143C	1	1	0	inactivates	20385592,22720667
YKL112W	YIR010W	0	2	0		12399584,16522208
YKL112W	YIR023W	0	2	0		12399584,16522208
YKL112W	YJL008C	0	2	0		12399584,22720667
YKL112W	YJL056C	1	1	0	activates	20385592,22720667
YKL112W	YJL062W	0	2	0		12399584,16522208
YKL112W	YJL063C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YJL111W	0	2	0		12399584,16522208
YKL112W	YJL174W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YJL176C	0	2	0		12399584,16522208
YKL112W	YJL183W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YJL184W	1	1	0	activates	20385592,22720667
YKL112W	YJL201W	1	1	0	activates	20385592,22720667
YKL112W	YJR009C	1	1	0	activates	20385592,22720667
YKL112W	YJR017C	1	1	0	activates	20385592,22720667
YKL112W	YJR042W	1	1	0	activates	20385592,22720667
YKL112W	YJR045C	1	1	0	activates	20385592,22720667
YKL112W	YJR046W	1	1	0	activates	20385592,22720667
YKL112W	YJR048W	1	1	0	activates	20385592,22720667
YKL112W	YJR058C	1	1	0	activates	20385592,22720667
YKL112W	YJR062C	1	1	0	activates	16522208,20385592
YKL112W	YJR089W	1	1	0	activates	20385592,22720667
YKL112W	YJR104C	2	2	0	activates	12399584,17417638,20385592,22720667
YKL112W	YJR105W	1	2	0	activates	12399584,20385592,22720667
YKL112W	YJR116W	0	2	0		12399584,16522208
YKL112W	YJR137C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YJR138W	0	2	0		12399584,16522208
YKL112W	YJR146W	1	1	0	activates	20385592,22720667
YKL112W	YJR147W	1	1	0	activates	20385592,22720667
YKL112W	YKL004W	0	2	0		12399584,22720667
YKL112W	YKL005C	1	2	0	inactivates	12399584,20385592,22720667
YKL112W	YKL008C	2	2	0	activates	12399584,17417638,20385592,22720667
YKL112W	YKL014C	0	2	0		12399584,16522208
YKL112W	YKL015W	0	2	0		12399584,16522208
YKL112W	YKL016C	0	2	0		12399584,16522208
YKL112W	YKL028W	0	2	0		12399584,16522208
YKL112W	YKL029C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YKL030W	2	1	0	activates	17417638,20385592,22720667
YKL112W	YKL069W	1	1	0	activates	20385592,22720667
YKL112W	YKL135C	0	2	0		12399584,16522208
YKL112W	YKL143W	0	2	0		12399584,16522208
YKL112W	YKL144C	0	2	0		12399584,16522208
YKL112W	YKL167C	1	2	0	activates	12399584,20385592,22720667
YKL112W	YKL172W	0	2	0		12399584,16522208
YKL112W	YKL177W	1	1	0	activates	12399584,20385592
YKL112W	YKL179C	1	2	0	activates	12399584,20385592,22720667
YKL112W	YKL190W	0	2	0		12399584,16522208
YKL112W	YKL192C	1	1	0	activates	20385592,22720667
YKL112W	YKL195W	0	2	0		12399584,16522208
YKL112W	YKL196C	0	2	0		12399584,16522208
YKL112W	YKL211C	1	1	0	activates	20385592,22720667
YKL112W	YKR029C	0	2	0		12399584,16522208
YKL112W	YKR030W	0	2	0		12399584,16522208
YKL112W	YKR039W	1	1	0	activates	20385592,22720667
YKL112W	YKR046C	1	1	0	activates	20385592,22720667
YKL112W	YKR047W	1	1	0	activates	20385592,22720667
YKL112W	YKR056W	0	2	0		12399584,22720667
YKL112W	YKR059W	0	2	0		12399584,22720667
YKL112W	YKR065C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YKR081C	0	2	0		12399584,22720667
YKL112W	YKR082W	0	2	0		12399584,22720667
YKL112W	YKR099W	1	1	0	activates	20385592,22720667
YKL112W	YLL011W	0	2	0		12399584,22720667
YKL112W	YLL033W	0	2	0		12399584,22720667
YKL112W	YLL034C	0	2	0		12399584,22720667
YKL112W	YLL044W	1	1	0	activates	20385592,22720667
YKL112W	YLR024C	0	2	0		12399584,16522208
YKL112W	YLR025W	0	2	0		12399584,16522208
YKL112W	YLR027C	1	1	0	activates	20385592,22720667
YKL112W	YLR055C	0	2	0		12399584,22720667
YKL112W	YLR056W	0	2	0		12399584,22720667
YKL112W	YLR095C	0	2	0		12399584,16522208
YKL112W	YLR096W	0	2	0		12399584,16522208
YKL112W	YLR174W	0	2	0		12399584,22720667
YKL112W	YLR222C	0	2	0		12399584,16522208
YKL112W	YLR229C	1	1	0	activates	20385592,22720667
YKL112W	YLR259C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YLR264W	0	2	0		12399584,22720667
YKL112W	YLR293C	0	2	0		12399584,16522208
YKL112W	YLR330W	0	2	0		12399584,16522208
YKL112W	YLR340W	2	1	0	activates	17417638,20385592,22720667
YKL112W	YLR380W	1	1	0	activates	20385592,22720667
YKL112W	YLR396C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YLR398C	1	1	0	inactivates	20385592,22720667
YKL112W	YLR399C	0	2	0		12399584,22720667
YKL112W	YLR400W	0	2	0		12399584,22720667
YKL112W	YML012W	0	2	0		12399584,22720667
YKL112W	YML107C	2	1	0	inactivates	17417638,20385592,22720667
YKL112W	YMR005W	0	2	0		12399584,16522208
YKL112W	YMR033W	0	2	0		12399584,16522208
YKL112W	YMR060C	0	2	0		12399584,16522208
YKL112W	YMR078C	0	2	0		12399584,22720667
YKL112W	YMR079W	0	2	0		12399584,22720667
YKL112W	YMR083W	1	1	0	activates	20385592,22720667
YKL112W	YMR092C	0	2	0		12399584,16522208
YKL112W	YMR093W	0	2	0		12399584,16522208
YKL112W	YMR197C	0	2	0		12399584,16522208
YKL112W	YMR198W	0	2	0		12399584,16522208
YKL112W	YMR200W	0	2	0		12399584,16522208
YKL112W	YMR203W	1	1	0	activates	20385592,22720667
YKL112W	YMR260C	0	2	0		12399584,16522208
YKL112W	YMR296C	0	2	0		12399584,16522208
YKL112W	YMR297W	1	2	0	activates	12399584,16522208,20385592
YKL112W	YNL036W	0	2	0		12399584,16522208
YKL112W	YNL037C	1	2	0	activates	12399584,16522208,20385592
YKL112W	YNL059C	0	2	0		12399584,22720667
YKL112W	YNL071W	1	1	0	inactivates	20385592,22720667
YKL112W	YNL085W	0	2	0		12399584,16522208
YKL112W	YNL116W	0	2	0		12399584,22720667
YKL112W	YNL117W	0	2	0		12399584,22720667
YKL112W	YNL118C	0	2	0		12399584,22720667
YKL112W	YNL119W	0	2	0		12399584,22720667
YKL112W	YNL121C	0	2	0		12399584,22720667
YKL112W	YNL149C	0	2	0		12399584,22720667
YKL112W	YNL183C	0	2	0		12399584,16522208
YKL112W	YNL189W	0	2	0		12399584,16522208
YKL112W	YNL212W	0	2	0		12399584,16522208
YKL112W	YNL213C	0	2	0		12399584,16522208
YKL112W	YNL255C	0	2	0		12399584,16522208
YKL112W	YNL258C	0	2	0		12399584,22720667
YKL112W	YNL267W	0	2	0		12399584,16522208
YKL112W	YNL287W	0	2	0		12399584,16522208
YKL112W	YNL306W	0	2	0		12399584,16522208
YKL112W	YNL307C	0	2	0		12399584,16522208
YKL112W	YNL312W	0	2	0		12399584,16522208
YKL112W	YNL313C	0	2	0		12399584,16522208
YKL112W	YNL321W	0	2	0		12399584,16522208
YKL112W	YNL322C	2	2	0	activates	12399584,16522208,17417638,20385592
YKL112W	YNR017W	1	1	0	activates	20385592,22720667
YKL112W	YNR038W	0	2	0		12399584,16522208
YKL112W	YNR046W	0	2	0		12399584,22720667
YKL112W	YNR053C	1	1	0	inactivates	17417638,22720667
YKL112W	YOL025W	1	1	0	inactivates	20385592,22720667
YKL112W	YOL036W	0	2	0		12399584,16522208
YKL112W	YOL041C	1	1	0	inactivates	20385592,22720667
YKL112W	YOL068C	0	2	0		12399584,16522208
YKL112W	YOL076W	0	2	0		12399584,16522208
YKL112W	YOL077C	0	2	0		12399584,16522208
YKL112W	YOL103W-A	1	1	0	activates	17417638,22720667
YKL112W	YOL103W-B	2	1	0	activates	17417638,20385592,22720667
YKL112W	YOL104C	2	1	0	activates	17417638,20385592,22720667
YKL112W	YOL116W	0	2	0		12399584,16522208
YKL112W	YOL126C	1	1	0	activates	17417638,22720667
YKL112W	YOR027W	1	1	0	activates	20385592,22720667
YKL112W	YOR045W	0	2	0		12399584,16522208
YKL112W	YOR056C	1	2	0	inactivates	12399584,16522208,20385592
YKL112W	YOR057W	0	2	0		12399584,16522208
YKL112W	YOR058C	1	1	0	inactivates	20385592,22720667
YKL112W	YOR085W	1	1	0	activates	20385592,22720667
YKL112W	YOR116C	0	2	0		12399584,16522208
YKL112W	YOR117W	0	2	0		12399584,16522208
YKL112W	YOR145C	0	2	0		12399584,22720667
YKL112W	YOR147W	0	2	0		12399584,22720667
YKL112W	YOR194C	2	1	0	inactivates	17417638,20385592,22720667
YKL112W	YOR205C	0	2	0		12399584,16522208
YKL112W	YOR206W	0	2	0		12399584,16522208
YKL112W	YOR207C	0	2	0		12399584,22720667
YKL112W	YOR208W	0	2	0		12399584,22720667
YKL112W	YOR209C	0	2	0		12399584,22720667
YKL112W	YOR210W	0	2	0		12399584,22720667
YKL112W	YOR261C	0	2	0		12399584,16522208
YKL112W	YOR262W	0	2	0		12399584,16522208
YKL112W	YOR310C	0	2	0		12399584,16522208
YKL112W	YOR322C	0	2	0		12399584,22720667
YKL112W	YPL012W	0	2	0		12399584,16522208
YKL112W	YPL013C	0	2	0		12399584,16522208
YKL112W	YPL036W	0	2	0		12399584,22720667
YKL112W	YPL037C	0	2	0		12399584,22720667
YKL112W	YPL050C	1	1	0	activates	20385592,22720667
YKL112W	YPL129W	1	1	0	activates	20385592,22720667
YKL112W	YPL159C	0	2	0		12399584,16522208
YKL112W	YPL228W	0	2	0		12399584,22720667
YKL112W	YPL242C	0	2	0		12399584,16522208
YKL112W	YPL254W	1	1	0	inactivates	20385592,22720667
YKL112W	YPR017C	0	2	0		12399584,16522208
YKL112W	YPR018W	0	2	0		12399584,16522208
YKL112W	YPR045C	1	1	0	inactivates	20385592,22720667
YKL112W	YPR104C	0	2	0		12399584,16522208
YKL112W	YPR128C	0	2	0		12399584,16522208
YKL112W	YPR129W	0	2	0		12399584,16522208
YKL112W	YPR176C	0	2	0		12399584,16522208
YKL112W	YPR178W	0	2	0		12399584,16522208
YKL112W	YPR186C	0	2	0		12399584,22720667
YKL112W	YPR187W	0	2	0		12399584,22720667
YKL185W	YDR055W	1	1	0	inactivates	16522208,20385592
YKL185W	YML020W	1	1	0	activates	20385592,21329885
YKL185W	YMR305C	1	1	0	activates	16522208,20385592
YKL185W	YNL289W	0	2	0		12399584,16522208
YKL185W	YNR010W	1	1	0	activates	20385592,21329885
YKR034W	YAR071W	1	1	0	inactivates	20385592,22720667
YKR034W	YCL025C	1	1	0	inactivates	20385592,22720667
YKR034W	YDR281C	1	1	0	inactivates	20385592,22720667
YKR034W	YHR136C	1	1	0	inactivates	20385592,22720667
YKR034W	YLR048W	1	1	0	inactivates	20385592,22720667
YKR034W	YLR312C	1	1	0	inactivates	20385592,22720667
YKR099W	YAL044C	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
YKR099W	YAL045C	0	2	0		12399584,22720667
YKR099W	YAR015W	2	1	0	activates	17417638,20385592,22720667
YKR099W	YBR145W	1	1	0	inactivates	20385592,22720667
YKR099W	YCL030C	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
YKR099W	YDR019C	3	3	0	activates	12399584,17417638,20385592,21329885,22720667,24766815
YKR099W	YDR408C	0	2	0		12399584,16522208
YKR099W	YDR409W	0	2	0		12399584,16522208
YKR099W	YDR471W	1	1	0	activates	20385592,22720667
YKR099W	YER055C	2	1	0	activates	17417638,20385592,22720667
YKR099W	YER061C	1	2	0	activates	12399584,20385592,22720667
YKR099W	YER091C	0	2	0		12399584,16522208
YKR099W	YER091C-A	0	2	0		12399584,22720667
YKR099W	YER092W	0	3	0		12399584,16522208,21329885
YKR099W	YFL059W	1	1	0	inactivates	12399584,20385592
YKR099W	YFL060C	1	1	0	inactivates	12399584,20385592
YKR099W	YFR028C	1	1	0	activates	20385592,22720667
YKR099W	YFR036W	1	1	0	activates	20385592,22720667
YKR099W	YGL054C	1	1	0	activates	20385592,22720667
YKR099W	YGL105W	1	1	0	activates	20385592,22720667
YKR099W	YGL186C	0	2	0		12399584,16522208
YKR099W	YGL215W	1	1	0	inactivates	20385592,22720667
YKR099W	YGL234W	2	1	0	activates	16522208,17417638,20385592
YKR099W	YGR061C	1	2	0	activates	12399584,16522208,20385592
YKR099W	YGR204W	2	2	0	activates	12399584,16522208,17417638,20385592
YKR099W	YIL116W	2	2	0	activates	17417638,20385592,21329885,22720667
YKR099W	YKL180W	1	1	0	activates	20385592,22720667
YKR099W	YKL217W	0	2	0		12399584,16522208
YKR099W	YKR079C	0	2	0		12399584,16522208
YKR099W	YKR080W	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
YKR099W	YLR058C	3	3	0	activates	12399584,16522208,17417638,20385592,21329885,24766815
YKR099W	YLR061W	1	2	0	activates	12399584,20385592,22720667
YKR099W	YLR334C	1	1	0	inactivates	20385592,22720667
YKR099W	YLR355C	2	1	0	activates	17417638,20385592,22720667
YKR099W	YLR358C	0	2	0		12399584,22720667
YKR099W	YLR359W	2	2	0	activates	12399584,16522208,17417638,20385592
YKR099W	YLR441C	1	1	0	activates	20385592,22720667
YKR099W	YMR012W	1	1	0	activates	20385592,22720667
YKR099W	YMR098C	1	1	0	activates	12399584,20385592
YKR099W	YMR120C	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
YKR099W	YMR135C	1	1	0	activates	20385592,22720667
YKR099W	YMR186W	1	1	0	activates	16522208,20385592
YKR099W	YMR187C	0	2	0		12399584,22720667
YKR099W	YMR188C	0	3	0		12399584,16522208,21329885
YKR099W	YMR189W	2	3	0	activates	12399584,16522208,17417638,20385592,21329885
YKR099W	YMR243C	0	2	0		12399584,16522208
YKR099W	YMR244W	0	2	0		12399584,16522208
YKR099W	YMR300C	1	2	0	activates	12399584,16522208,20385592
YKR099W	YNL220W	2	1	0	activates	17417638,20385592,22720667
YKR099W	YNL284C-A	2	1	0	inactivates	17417638,20385592,22720667
YKR099W	YOL119C	1	1	0	activates	20385592,22720667
YKR099W	YOR043W	1	1	0	activates	20385592,22720667
YKR099W	YOR128C	0	3	0		12399584,16522208,21329885
YKR099W	YOR198C	1	1	0	activates	20385592,22720667
YKR099W	YOR199W	1	1	0	activates	20385592,22720667
YKR099W	YOR200W	1	1	0	activates	20385592,22720667
YKR099W	YOR201C	1	1	0	activates	20385592,22720667
YKR099W	YOR202W	1	1	0	activates	20385592,22720667
YKR099W	YOR222W	1	1	0	inactivates	20385592,22720667
YKR099W	YOR269W	0	2	0		12399584,16522208
YKR099W	YPL018W	1	1	0	inactivates	12399584,20385592
YKR099W	YPL251W	1	2	0	activates	12399584,20385592,22720667
YKR099W	YPL253C	0	2	0		12399584,22720667
YKR099W	YPR009W	1	1	0	activates	20385592,22720667
YLR013W	YDL082W	0	2	0		12399584,22720667
YLR013W	YDL083C	0	2	0		12399584,22720667
YLR013W	YDL114W	0	2	0		12399584,22720667
YLR013W	YDL115C	0	2	0		12399584,22720667
YLR013W	YEL074W	0	2	0		12399584,22720667
YLR013W	YEL075C	0	2	0		12399584,22720667
YLR013W	YGR296W	1	1	0	activates	12399584,20385592
YLR013W	YHR091C	0	2	0		12399584,22720667
YLR013W	YIL018W	0	2	0		12399584,16522208
YLR013W	YJL189W	0	2	0		12399584,22720667
YLR013W	YJL190C	0	2	0		12399584,22720667
YLR013W	YKL001C	0	2	0		12399584,16522208
YLR013W	YNL337W	0	2	0		12399584,22720667
YLR013W	YOL166C	0	2	0		12399584,22720667
YLR013W	YPR202W	0	2	0		12399584,22720667
YLR098C	YCL063W	1	1	0	activates	16522208,20385592
YLR098C	YCL064C	3	1	0	activates	16522208,17417638,20385592,24766815
YLR098C	YHR053C	1	1	0	activates	20385592,21329885
YLR098C	YPR139C	0	2	0		12399584,22720667
YLR098C	YPR140W	0	2	0		12399584,22720667
YLR131C	YBL082C	1	1	0	activates	20385592,22720667
YLR131C	YBR157C	1	1	0	activates	16522208,20385592
YLR131C	YBR158W	2	2	0	activates	12399584,16522208,17417638,20385592
YLR131C	YBR162W-A	1	1	0	inactivates	20385592,22720667
YLR131C	YDR155C	0	2	0		12399584,16522208
YLR131C	YEL007W	0	2	0		12399584,22720667
YLR131C	YER078C	1	2	0	inactivates	12399584,20385592,22720667
YLR131C	YER079W	0	2	0		12399584,22720667
YLR131C	YER081W	0	2	0		12399584,22720667
YLR131C	YER124C	2	2	0	activates	12399584,16522208,20385592,24766815
YLR131C	YER126C	0	2	0		12399584,22720667
YLR131C	YER127W	0	2	0		12399584,22720667
YLR131C	YER152C	1	1	0	activates	12399584,20385592
YLR131C	YER154W	1	1	0	activates	12399584,20385592
YLR131C	YER177W	0	2	0		12399584,16522208
YLR131C	YER189W	0	2	0		12399584,22720667
YLR131C	YFL022C	1	2	0	activates	12399584,20385592,22720667
YLR131C	YFR017C	0	2	0		12399584,22720667
YLR131C	YGL007W	0	2	0		12399584,22720667
YLR131C	YGL008C	0	2	0		12399584,16522208
YLR131C	YGL028C	3	2	0	activates	12399584,16522208,17417638,20385592,24766815
YLR131C	YER125W	0	2	0		12399584,16522208
YLR131C	YGL227W	0	2	0		12399584,22720667
YLR131C	YGL228W	0	2	0		12399584,16522208
YLR131C	YGL229C	0	2	0		12399584,16522208
YLR131C	YGR041W	1	2	0	activates	12399584,16522208,20385592
YLR131C	YGR125W	0	2	0		12399584,22720667
YLR131C	YGR192C	1	1	0	activates	20385592,22720667
YLR131C	YGR234W	1	1	0	activates	12399584,20385592
YLR131C	YHR078W	1	1	0	activates	20385592,22720667
YLR131C	YHR143W	3	2	0	activates	12399584,17417638,20385592,22720667,24766815
YLR131C	YHR195W	0	2	0		12399584,22720667
YLR131C	YJL075C	0	2	0		12399584,22720667
YLR131C	YJL078C	1	2	0	activates	12399584,20385592,22720667
YLR131C	YJL080C	0	2	0		12399584,22720667
YLR131C	YJL159W	1	2	0	activates	12399584,16522208,20385592
